"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2016","7","Montana","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","24","2","24","0","24",,,,,,
"2016","7","West Virginia","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","4","0","4","0","4","Eggs;chicken;cantaloupe","egg;chicken;cantaloupe","Multiple",,,
"2016","7","Georgia","Indeterminate/unknown","Salmonella enterica","Bareilly","Confirmed","Event space","4","0","4","0","4",,,,,,
"2016","7","Tennessee","Food","Salmonella enterica","Bareilly","Confirmed","Long-term care/nursing home/assisted living facility","5","3","5","0","5",,,,,,
"2016","7","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Javiana","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2016","7","Ohio","Person-to-person","Salmonella enterica","Montevideo","Confirmed","Other","13","0","11","0","11",,,,,,
"2016","7","Ohio","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","School/college/university","12","1","12","0","12","sandwich, peanut butter and jelly",,"Multiple",,,
"2016","7","Alaska","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Unknown","6","0","6","0","6",,,,,,
"2016","7","South Carolina","Food","Salmonella enterica","Infantis","Confirmed","Correctional/detention facility","251","0","0","0","0",,,,,,
"2016","8","Missouri","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","19","2","19","0","19","mayonnaise made with raw eggs;meringue","egg","Eggs",,,
"2016","8","Ohio","Food","Salmonella enterica","Hartford","Confirmed","Private home/residence","8","0","5","0","5",,,,,,
"2016","8","Minnesota","Food","Salmonella enterica","Infantis","Confirmed","Restaurant: Sit-down dining","5","1","5","0","5",,,,,,
"2016","8","Missouri","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Buffet;Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","8","Ohio","Indeterminate/unknown","Salmonella enterica","Toucra","Suspected","Private home/residence","2","1","1","0","2",,,,,,
"2016","8","Ohio","Person-to-person","Salmonella enterica","Oranienburg","Suspected","Long-term care/nursing home/assisted living facility","32","0","32","0","32",,,,,,
"2016","8","Tennessee","Food","Salmonella enterica","Newport","Confirmed","Private home/residence;Religious facility;Grocery store/bakery/deli/convenience store","6","0","6","0","6",,,,,,
"2016","8","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Camp","8","0","8","0","8",,,,,,
"2016","8","Connecticut","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","6","1","6","0","6",,,,,,
"2016","8","Ohio","Indeterminate/unknown","Salmonella enterica","Javiana","Suspected","Child daycare/preschool","9","0","0","0","0",,,,,,
"2016","8","Kentucky","Indeterminate/unknown","Salmonella enterica","Javiana","Confirmed","Restaurant","6","2","6","0","6",,,,,,
"2016","8","Tennessee","Person-to-person","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","7","0","3","0","3",,,,,,
"2016","8","Iowa","Food","Salmonella enterica","Javiana","Confirmed",,"17","2","17","0","17",,,,,,
"2016","8","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2016","8","Ohio","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","School/college/university","4","0","3","0","4",,,,,,
"2016","8","Virginia","Food","Salmonella enterica","Typhimurium","Confirmed","Unknown","6","0","6","0","6",,,,,,
"2016","8","North Carolina","Person-to-person","Salmonella enterica","Javiana","Confirmed","Child daycare/preschool","9","0","9","0","9",,,,,,
"2016","8","Minnesota","Animal contact","Salmonella enterica","Uganda","Confirmed","Other","6","0","6","0","6",,,,,,"Poultry"
"2016","8","Arkansas","Person-to-person","Salmonella enterica","Newport","Suspected","Restaurant","2","0","1","0","1",,,,,,
"2016","8","Kansas","Indeterminate/unknown","Salmonella enterica","Cubana","Confirmed","Unknown","12","0","12","0","12",,,,,,
"2016","8","Maryland","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Festival/Fair","5","1","5","0","5",,,,,,
"2016","8","Multistate","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","12","4","9","0","9",,,,,,
"2016","8","Massachusetts","Person-to-person","Salmonella enterica","Heidelberg","Suspected","Child daycare/preschool","8","0","8","0","8",,,,,,
"2016","8","Oklahoma","Food","Salmonella enterica","Oranienburg","Confirmed","Restaurant: Sit-down dining","13","1","10","0","10",,,,,,
"2016","8","Multistate","Food","Salmonella enterica","Newport","Confirmed","Unknown","53","9","43","1","43",,,,,,
"2016","8","California","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","3","2","3","0","3",,,,,,
"2016","9","Tennessee","Food","Salmonella enterica","Typhimurium","Confirmed","Festival/fair","74","18","74","0","74","white beans with ham",,"Multiple",,,
"2016","9","Iowa","Food","Salmonella enterica","Infantis","Confirmed","Restaurant: Sit-down dining","2","2","2","0","2",,,,,,
"2016","9","Wisconsin","Indeterminate/unknown","Salmonella enterica","Brandenburg","Confirmed","Other","7","0","3","0","3",,,,,,
"2016","9","Hawaii","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Private home/residence","4","0","4","0","4",,,,,,
"2016","9","South Carolina","Person-to-person","Salmonella enterica","Javiana","Confirmed","Child daycare/preschool","2","0","2","0","2",,,,,,
"2016","9","New Hampshire","Food","Salmonella enterica","Newport","Confirmed","Other;Camp","20","4","19","0","20","smoked whole hog",,"Pork",,,
"2016","9","Oregon","Indeterminate/unknown","Salmonella enterica","Braenderup","Confirmed","Other","3","1","3","0","3",,,,,,
"2016","9","West Virginia","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","10","1","10","0","10","Desserts","fruit, unspecified","Fruits",,,
"2016","9","Kansas","Food","Salmonella enterica","Newport","Confirmed","Festival/fair","10","1","10","0","10","burrito, pork;burrito, bean","Wraps/tortillas;tomato;lettuce","Multiple",,,
"2016","9","Wisconsin","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Other","3","1","3","0","3","beef, brisket",,"Beef",,,
"2016","9","Connecticut","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","6","3","6","0","6",,,,,,
"2016","9","Georgia","Food","Salmonella enterica","Javiana","Confirmed","Religious facility","41","4","41","0","41","pork, BBQ","pork","Pork",,,
"2016","9","Georgia","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","47","6","47","0","47","chicken",,"Chicken",,,
"2016","9","Hawaii","Indeterminate/unknown","Salmonella enterica","Birkenhead","Confirmed","Hotel/motel","2","0","2","0","2",,,,,,
"2016","9","Massachusetts","Food","Salmonella enterica","Montevideo","Confirmed","Grocery store/bakery/deli/convenience store","2","0","2","0","2",,,,,,
"2016","9","Washington","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","6","0","5","0","5","crab ravigote;steak cruda",,"Multiple",,,
"2016","9","Virginia","Person-to-person","Salmonella enterica","Bareilly","Suspected","Child daycare/preschool","6","0","6","0","6",,,,,,
"2016","10","California","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Sit-down dining;Caterer","9","2","9","0","9","beef, BBQ",,"Multiple",,,
"2016","10","South Carolina","Indeterminate/unknown","Salmonella enterica","Javiana","Confirmed","School/college/university","12","2","12","0","12",,,,,,
"2016","10","Hawaii","Food","Salmonella enterica","Weltevreden","Confirmed","Grocery store/bakery/deli/convenience store","16","4","16","0","16","seaweed, unspecified","seaweed","Other",,,
"2016","10","Oregon","Food","Salmonella enterica","Stanley","Confirmed","Private home/residence","13","0","13","0","13",,,,,,
"2016","10","Texas","Food","Salmonella enterica","Sandiego","Confirmed","Private home/residence","50","2","23","0","23","lamb","lamb","Other Meat",,,
"2016","10","Florida","Food","Salmonella enterica","Newport","Confirmed","Caterer","45","8","45","0","45","sandwich, hoagie",,"Multiple",,,
"2016","10","Texas","Indeterminate/unknown","Salmonella enterica","Montevideo","Confirmed","Child daycare/preschool","2","0","2","0","2",,,,,,
"2016","10","Ohio","Person-to-person","Salmonella enterica","Newport","Confirmed","Long-term care/nursing home/assisted living facility","2","0","2","0","2",,,,,,
"2016","10","Multistate","Food","Salmonella enterica","Typhimurium","Confirmed","Other","6","1","5","0","5","hazelnuts",,"Nuts-seeds",,,
"2016","10","Arkansas","Person-to-person","Salmonella enterica","Paratyphi B","Suspected","Restaurant","3","0","1","0","1",,,,,,
"2016","10","Michigan","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","School/college/university","2","1","2","0","2",,,,,,
"2016","10","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed",,"20","3","14","0","15","bean sprouts",,"Sprouts",,,
"2016","10","Illinois","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Private home/residence","7","3","7","0","7",,,,,,
"2016","10","Illinois","Food","Salmonella enterica","Newport","Confirmed","Festival/fair","62","3","21","0","21",,,,,,
"2016","10","California","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Sit-down dining","16","3","16","0","16",,,,,,
"2016","10","New York","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","2","0","2","0","2",,,,,,"Lizard"
"2016","10","Multistate","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","107","43","89","1","84","ground beef","ground beef","Beef",,,
"2016","11","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","87","2","78","0","87","salad",,"Multiple",,,
"2016","11","Alabama","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","70","20","64","0","64","Mashed Potatoes;rolls;green beans;garden salad;chicken","green beans;chicken","Multiple",,,
"2016","11","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","147","1","48","0","48",,,,,,
"2016","11","Wisconsin","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","3","4","0","3",,,,,,
"2016","11","Iowa","Food","Salmonella enterica","Typhimurium","Confirmed","Camp","4","1","4","0","4",,,,,,
"2016","11","Kansas","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Long-term care/nursing home/assisted living facility","3","1","3","0","3",,,,,,
"2016","11","Texas","Food","Salmonella enterica","Senftenberg","Confirmed","Caterer;School/college/university","99","1","99","0","99",,,,,,
"2016","11","Michigan","Food","Salmonella enterica","Lomalinda","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","3","0","3","0","3",,,,,,
"2016","11","Florida","Food","Salmonella enterica","Oranienburg","Confirmed","Caterer","12","3","12","0","12",,,,,,
"2016","11","Indiana","Food","Salmonella enterica","Reading","Confirmed","Private home/residence","13","0","0","0","0","turkey","turkey","Turkey",,,
"2016","11","Michigan","Food","Salmonella enterica","Saintpaul","Confirmed","Restaurant: Sit-down dining;Other","33","13","29","0","33",,,,,,
"2016","11","Washington","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","7","0","7","0","7","eggs, scrambled",,"Eggs",,,
"2016","11","Alabama","Food","Salmonella enterica","Saintpaul","Confirmed",,"4","1","4","0","4","cucumber",,"Seeded Vegetables",,,
"2016","11","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Child daycare/preschool","40","2","7","0","7",,,,,,
"2016","11","Multistate","Food","Salmonella enterica","Newport","Confirmed",,"25","9","20","0","18",,,,,,
"2016","11","North Dakota","Indeterminate/unknown","Salmonella enterica","Agona","Confirmed","Private home/residence","7","1","7","0","7",,,,,,
"2016","11","Multistate","Food","Salmonella enterica","Montevideo","Confirmed","Grocery store/bakery/deli/convenience store","19","2","8","0","19",,,,,,
"2016","11","Vermont","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Private home/residence","3","0","3","0","3",,,,,,
"2016","11","California","Food","Salmonella enterica","Saintpaul","Confirmed","Restaurant: Sit-down dining","18","3","15","0","17",,,,,,
"2016","12","Missouri","Food","Salmonella enterica","Enteritidis","Confirmed","Office/indoor workplace","50","4","50","0","50",,,,,,
"2016","12","Utah","Food","Salmonella enterica","Saintpaul","Confirmed","Farm/dairy/agricultural setting","10","2","10","0","9","milk, unpasteurized","milk, unpasteurized","Dairy",,,
"2016","12","Multistate","Food","Salmonella enterica","Goldcoast","Confirmed","Private home/residence","16","5","15","0","13",,,,,,
"2016","12","California","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Sit-down dining","5","0","3","0","4","eggs benedict","Sauces/ Dressings","Multiple",,,
"2016","12","Multistate","Food","Salmonella enterica","Anatum","Confirmed","Private home/residence","20","5","11","1","11","papaya","papaya","Fruits",,,
"2016","12","Washington","Food","Salmonella enterica","Dublin","Confirmed","Farm/dairy/agricultural setting","3","3","3","0","3","milk, unpasteurized","milk, unpasteurized","Dairy",,,
"2017","1","Pennsylvania","Person-to-person","Salmonella enterica","Stanley","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2017","1","Wisconsin","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Sit-down dining","7","2","7","0","7",,,,,,
"2017","1","Minnesota","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","6","1","6","0","6","kitfo","ground beef","Beef",,,
"2017","1","Multistate","Animal contact","Salmonella enterica","Enteritidis","Confirmed","Private home/residence;Agricultural feed store","193","45","161","0","156",,,,,,"Poultry"
"2017","1","Multistate","Animal contact","Salmonella enterica","Mbandaka","Confirmed","Private home/residence;Agricultural feed store","98","17","75","1","78",,,,,,"Poultry"
"2017","1","Washington","Food","Salmonella enterica","unknown","Suspected","Restaurant: Sit-down dining","2","0","2","0","2","chicken, teriyaki",,"Multiple",,,
"2017","1","New Hampshire","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","2","2","2","0","2",,,,,,"Turtle"
"2017","1","Kansas","Indeterminate/unknown","Salmonella enterica","Kiambu","Confirmed","Long-term care/nursing home/assisted living facility","2","1","2","0","2",,,,,,
"2017","2","Texas","Indeterminate/unknown","Salmonella enterica","Infantis","Suspected","Private home/residence","3","0","3","0","3",,,,,,
"2017","2","Oklahoma","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","9","2","9","1","9","eggs, over-easy",,"Eggs",,,
"2017","2","Minnesota","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","6","2","6","0","6",,,,,,
"2017","2","Maryland","Person-to-person","Salmonella enterica","Typhimurium","Confirmed","Long-term care/nursing home/assisted living facility","6","2","5","0","6",,,,,,
"2017","2","North Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","41","18","41","0","41",,,,,,
"2017","2","Connecticut","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","19","0","19","0","19",,,,,,
"2017","2","Minnesota","Person-to-person","Salmonella enterica","Newport","Confirmed","Long-term care/nursing home/assisted living facility","3","1","3","1","3",,,,,,
"2017","2","Arizona","Food","Salmonella enterica","Livingstone","Confirmed","Restaurant: Sit-down dining","8","2","8","0","8",,,,,,
"2017","2","Multistate","Animal contact","Salmonella enterica","Braenderup","Confirmed","Private home/residence;Agricultural feed store","234","38","158","1","160",,,,,,"Poultry"
"2017","2","Multistate","Animal contact","Salmonella enterica","Hadar","Confirmed","Private home/residence;Agricultural feed store","210","64","166","0","172",,,,,,"Poultry"
"2017","2","Multistate","Animal contact","Salmonella enterica","Muenchen","Confirmed","Private home/residence;Agricultural feed store","11","5","9","0","9",,,,,,"Poultry"
"2017","2","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining;Restaurant: Fast-food (drive up service or pay at counter)","8","0","0","0","8","chicken","chicken","Chicken",,,
"2017","2","Multistate","Animal contact","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Agricultural feed store;Private home/residence","43","11","39","0","39",,,,,,"Poultry"
"2017","2","California","Food","Salmonella enterica","Infantis","Confirmed","Caterer","66","0","66","0","66","chicken, smoked",,"Chicken",,,
"2017","3","Montana","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Veterinary clinic;Private home/residence","2","1","2","0","2",,,,,,"Cattle"
"2017","3","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","4","0","4","0","4","tuna sushi","tuna","Fish",,,
"2017","3","Pennsylvania","Food","Salmonella enterica","Berta","Confirmed","Restaurant: Sit-down dining","7","5","7","0","7",,,,,,
"2017","3","Multistate","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Grocery store/bakery/deli/convenience store","6","4","5","0","5","chicken",,"Chicken",,,
"2017","3","Multistate","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","151","31","125","0","125","romaine lettuce, unspecified",,"Vegetable Row Crops",,,
"2017","3","Multistate","Environmental contamination other than food/water","Salmonella enterica","Typhimurium","Confirmed","Other","29","6","22","0","22",,,,,,
"2017","3","Multistate","Food","Salmonella enterica","Braenderup","Confirmed","Unknown","55","18","50","0","51","papaya",,"Fruits",,,
"2017","3","Multistate","Food","Salmonella enterica","Chailey","Confirmed","Private home/residence","14","2","11","0","12","coconut meat","coconut","Fruits",,,
"2017","3","Ohio","Person-to-person","Salmonella enterica","Heidelberg","Confirmed","Shelter/group home/transitional housing","2","1","2","0","2",,,,,,
"2017","3","Colorado","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","18","2","18","0","18","basil, unspecified","basil","Herbs",,,
"2017","3","Multistate","Animal contact","Salmonella enterica","Indiana","Confirmed","Agricultural feed store;Private home/residence","40","6","31","0","30",,,,,,"Poultry"
"2017","3","Multistate","Animal contact","Salmonella enterica","Infantis","Confirmed","Private home/residence;Agricultural feed store","23","5","16","0","16",,,,,,"Poultry"
"2017","3","Multistate","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Private home/residence;Agricultural feed store","250","52","196","0","193",,,,,,"Poultry"
"2017","3","California","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","5","1","5","0","5",,,,,,
"2017","3","Multistate","Animal contact","Salmonella enterica","Agbeni","Confirmed","Private home/residence","76","30","63","0","63",,,,,,"Turtle"
"2017","3","Illinois","Person-to-person","Salmonella enterica","Enteritidis","Confirmed","Child daycare/preschool","2","1","2","0","2",,,,,,
"2017","3","Oregon","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Sit-down dining;Private home/residence","4","0","4","0","4",,,,,,
"2017","4","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","23","5","23","0","23","ground turkey, unspecified","ground turkey","Turkey",,,
"2017","4","Missouri","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining;Unknown","40","4","40","0","40",,,,,,
"2017","4","Oklahoma","Food","Salmonella enterica","Litchfield","Confirmed","Private home/residence","15","4","15","0","15",,,,,,
"2017","4","Massachusetts","Animal contact","Salmonella enterica","Saintpaul","Confirmed","Private home/residence;Live animal market","4","0","3","0","4",,,,,,"Poultry"
"2017","4","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","9","2","9","0","7",,,,,,
"2017","4","Minnesota","Person-to-person","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Child daycare/preschool","3","0","3","0","3",,,,,,
"2017","4","Texas","Indeterminate/unknown","Salmonella enterica","Adelaide","Suspected","Child daycare/preschool","5","1","5","0","5",,,,,,
"2017","4","Hawaii","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","4","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Farm/dairy/agricultural setting","5","0","5","0","5","milk, whole milk unpasteurized",,"Dairy",,,
"2017","4","Massachusetts","Food","Salmonella enterica","Bareilly","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2017","4","Multistate","Food","Salmonella enterica","Newport","Confirmed","Unknown","14","3","9","0","9","mexican style cheese",,"Dairy",,,
"2017","4","West Virginia","Animal contact","Salmonella enterica","Typhi","Suspected","Private home/residence","2","0","2","0","2",,,,,,"Poultry"
"2017","4","Illinois","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","11","1","11","0","11",,,,,,
"2017","4","Multistate","Food","Salmonella enterica","Paratyphi B var. L(+) tartrate +","Confirmed","Restaurant: Other","35","5","29","0","32","sushi, raw",,"Multiple",,,
"2017","4","Multistate","Animal contact","Salmonella enterica","Litchfield","Confirmed","Private home/residence;Agricultural feed store","18","6","17","0","16",,,,,,"Poultry"
"2017","4","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","7","5","7","0","7",,,,,,
"2017","4","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Banquet Facility (food prepared and served on-site)","18","0","17","0","17",,,,,,
"2017","5","Nebraska","Food","Salmonella enterica","Thompson","Confirmed","Private home/residence","15","2","15","0","15",,,,,,
"2017","5","New Mexico","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","5","2","5","0","5","chicken",,"Chicken",,,
"2017","5","Tennessee","Animal contact","Salmonella enterica","Enteritidis","Confirmed","School/college/university","14","1","14","0","14",,,,,,"Poultry"
"2017","5","Indiana","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Sit-down dining","3","1","2","0","2",,,,,,
"2017","5","New York","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Long-term care/nursing home/assisted living facility","2","2","2","0","2",,,,,,
"2017","5","Georgia","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Sit-down dining","4","2","4","0","4","steak","steak","Beef",,,
"2017","5","Michigan","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Private home/residence","5","1","5","0","5",,,,,,
"2017","5","Michigan","Food","Salmonella enterica","Reading","Confirmed","Private home/residence;Restaurant: Fast-food (drive up service or pay at counter)","11","1","11","0","11",,,,,,
"2017","5","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","2","1","2","0","2",,,,,,
"2017","6","South Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","104","0","104","0","104","chicken","chicken","Chicken",,,
"2017","6","Ohio","Indeterminate/unknown","Salmonella enterica","Braenderup","Confirmed","Long-term care/nursing home/assisted living facility","43","0","0","0","0",,,,,,
"2017","6","Multistate","Animal contact","Salmonella enterica","Fluntern","Confirmed","Private home/residence","12","3","8","0","8",,,,,,"Lizard"
"2017","6","California","Food","Salmonella enterica","Infantis","Confirmed","Grocery store/bakery/deli/convenience store","11","2","10","0","11","BBQ, unspecified",,"Multiple",,,
"2017","6","Multistate","Food","Salmonella enterica","Montevideo","Confirmed","Unknown","23","5","18","0","20",,,,,,
"2017","6","New Mexico","Food","Salmonella enterica","Enteritidis","Confirmed","Other","3","0","3","0","3","chicken",,"Chicken",,,
"2017","6","Multistate","Food","Salmonella enterica","Newport","Confirmed","Unknown","20","5","17","0","17","watermelon",,"Fruits",,,
"2017","6","Nebraska","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","44","0","44","0","44","chicken dishes","chicken","Chicken",,,
"2017","6","Multistate","Food","Salmonella enterica","Infantis","Confirmed","Unknown","48","15","42","0","42","mango, unspecified",,"Fruits",,,
"2017","6","Kansas","Indeterminate/unknown","Salmonella enterica","Oranienburg","Confirmed","Unknown","4","0","4","0","4",,,,,,
"2017","6","Hawaii","Indeterminate/unknown","Salmonella enterica","Mbandaka","Confirmed","Private home/residence","3","0","2","0","3",,,,,,
"2017","6","Nevada","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Suspected","Private home/residence","4","0","4","0","4",,,,,,
"2017","6","North Carolina","Food","Salmonella enterica","Infantis","Confirmed","Restaurant: Sit-down dining","7","2","7","0","7",,,,,,
"2017","6","Oklahoma","Food","Salmonella enterica","Panama","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","2","5","0","5",,,,,,
"2017","6","Texas","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","11","4","5","1","11",,,,,,
"2017","6","Michigan","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence;Restaurant: Sit-down dining","8","1","8","0","8","eggs, unspecified","egg","Eggs",,,
"2017","6","Oregon","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence;Festival/fair;Restaurant: Other","8","0","8","0","8",,,,,,
"2017","6","Oregon","Food","Salmonella enterica","Weltevreden","Confirmed","Restaurant: Sit-down dining","2",,"2",,"2",,,,,,
"2017","6","Vermont","Food","Salmonella enterica","Enteritidis","Confirmed","Banquet Facility (food prepared and served on-site);Caterer","4","1","4","0","4",,,,,,
"2017","6","Kansas","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","Long-term care/nursing home/assisted living facility","3","1","3","0","3",,,,,,
"2017","6","Pennsylvania","Person-to-person","Salmonella enterica","Enteritidis","Confirmed","Unknown","2","2","2","0","2",,,,,,
"2017","7","Tennessee","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Buffet","4","2","4","0","4",,,,,,
"2017","7","Minnesota","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","tuna salad",,"Multiple",,,
"2017","7","Pennsylvania","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","13","0","13","0","13","watermelon",,"Fruits",,,
"2017","7","South Carolina","Food","Salmonella enterica","Newport","Suspected","Private home/residence","7","0","7","0","7","pork, BBQ","pork","Pork",,,
"2017","7","Ohio","Person-to-person","Salmonella enterica","Enteritidis","Suspected","Other","11","1","11","0","11",,,,,,
"2017","7","New York","Food","Salmonella enterica","Heidelberg","Confirmed","Caterer","32","6","28","0","32","roast beef","beef","Beef",,,
"2017","7","Georgia","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Child daycare/preschool","3","0","3","0","3",,,,,,
"2017","7","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","10","1","10","0","10","Pulled Pork","pork","Pork",,,
"2017","7","New York","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","5","1","5","0","5",,,,,,
"2017","7","Multistate","Food","Salmonella enterica","Javiana","Confirmed","Unknown","27","4","20","0","19","Leafy Greens",,"Vegetable Row Crops",,,
"2017","7","California","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","16","1","16","0","16",,,,,,
"2017","7","Massachusetts","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","Camp","2","0","2","0","2",,,,,,
"2017","7","Washington","Food","Salmonella enterica","Subspecies I","Confirmed","Private home/residence","5","0","5","0","5","whole pig",,"Pork",,,
"2017","7","Illinois","Food","Salmonella enterica","Schwarzengrund","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","30","11","30","1","30","pork rib tips",,"Pork",,,
"2017","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","6","1","6","0","6","pasta salad","shrimp","Crustaceans",,,
"2017","7","Colorado","Food","Salmonella enterica","Enteritidis","Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","7","Multistate","Food","Salmonella enterica","Urbana","Confirmed","Unknown","7","4","7","0","7","papaya",,"Fruits",,,
"2017","7","Rhode Island","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","8","0","8","0","8","Chicken Ceasar Salad;chicken salad sandwich;grilled chicken salad","chicken","Chicken",,,
